"dataset","target","shift","method","phi_source","sampler","batch","seed","top1_acc","balanced_acc","csmf_acc"
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1003,0.28169014084507,0.332000068253744,0.419630542241214
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1004,0.408450704225352,0.304314927537967,0.366958815950427
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1005,0.359154929577465,0.414610321066439,0.562099083070871
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1006,0.482394366197183,0.342426728086491,0.56295995605811
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1007,0.440140845070423,0.324812148519286,0.72445540040464
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1008,0.422535211267606,0.390577186430128,0.448374131012815
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1009,0.485915492957746,0.4754419110601,0.447033748037661
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1010,0.408450704225352,0.308975359706354,0.456176521400526
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1011,0.408450704225352,0.43681815956252,0.521109049107424
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1012,0.404929577464789,0.509350603100603,0.495236810351867
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1013,0.345070422535211,0.35379188712522,0.408050551492046
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1014,0.387323943661972,0.317890223614449,0.503701867644668
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1015,0.464788732394366,0.432490657490658,0.517932445831414
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1016,0.450704225352113,0.402133210959061,0.57074670472713
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1017,0.419014084507042,0.386275348195959,0.543392838335743
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1018,0.457746478873239,0.396685675727696,0.527166059270496
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1019,0.345070422535211,0.426240803092655,0.524022769825726
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1020,0.383802816901408,0.380374310555345,0.535169199359201
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1021,0.411971830985915,0.389415856737897,0.544898992639492
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1022,0.426056338028169,0.409255444602083,0.521729441623478
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1023,0.482394366197183,0.436657046657047,0.410050421126702
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1024,0.450704225352113,0.43475757161102,0.563707791610487
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1025,0.440140845070423,0.415395787944808,0.55053526397779
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1026,0.323943661971831,0.405296092796093,0.493915308781975
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1027,0.394366197183099,0.382236707391987,0.452035691120591
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1028,0.411971830985915,0.364096811564132,0.540318364312444
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1029,0.419014084507042,0.424634273026086,0.640717556506966
"PHMRC","UP","mild","lcva_multi","LCVA",NA,"batch1",1030,0.408450704225352,0.382807315554046,0.473112119939269
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.281209781209781,0.197583919864198,0.502648749548013
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.281853281853282,0.198187014917013,0.502991027386379
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.278635778635779,0.195961865191337,0.502650538340487
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.280566280566281,0.196829772051227,0.502517745447765
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.27992277992278,0.196613509075448,0.502298622965104
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.278635778635779,0.195990933842146,0.502233434816326
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.278635778635779,0.19603395284993,0.502301234844316
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.27992277992278,0.196613509075448,0.502837708126705
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.280566280566281,0.197478560978563,0.502785758673388
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.279279279279279,0.196328013397853,0.503034401655781
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.279279279279279,0.195679224470517,0.503356095436264
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.278635778635779,0.195993788798922,0.502893697432555
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.27992277992278,0.196853310878523,0.50297207333765
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.27992277992278,0.195910654404168,0.502757159854987
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.281209781209781,0.197914840467734,0.50234680960622
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.279279279279279,0.196142166692341,0.502188580251179
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.27992277992278,0.196850455921747,0.502352325145416
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.27992277992278,0.196541421416856,0.502338397473594
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.27992277992278,0.196230735645221,0.503024281069813
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.27992277992278,0.196541421416856,0.503357570573143
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.278635778635779,0.195460106537963,0.503013857275436
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.27992277992278,0.196853310878523,0.503009971701656
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.280566280566281,0.197679546350087,0.502833476867402
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.279279279279279,0.196451201197232,0.502796098233903
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.280566280566281,0.198181305003461,0.502924761940083
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.281209781209781,0.198160621132941,0.502710026378313
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.281853281853282,0.198763716185755,0.502188325072738
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.277992277992278,0.195588824160856,0.502171051554438
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.279279279279279,0.196060346634001,0.502115965701361
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.27992277992278,0.197079306254048,0.502343814505126
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.304209690230342,0.194346838288477,0.743829203016096
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.307386814932486,0.196590569124632,0.743823895729287
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.30659253375695,0.195514624373816,0.743373257546493
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.305798252581414,0.195999781625742,0.742771869814995
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.305798252581414,0.195232656604009,0.74340702585025
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.30659253375695,0.195807562178096,0.74321641050914
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.305798252581414,0.195467797621115,0.743262108763872
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.305003971405878,0.194690681218999,0.743541693613936
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.305798252581414,0.194980784634102,0.743010963839894
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.307386814932486,0.196147764583977,0.742714273743078
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.307386814932486,0.195440478406527,0.743636933775361
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.305003971405878,0.195316662013495,0.743336551151519
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.30659253375695,0.196340482701678,0.74376571303264
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.304209690230342,0.194551230177191,0.744443184832899
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.305003971405878,0.194504973233733,0.743333955638373
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.305798252581414,0.194980784634102,0.743418692616126
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.308975377283558,0.197051816377892,0.743832072516949
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.305798252581414,0.195467797621115,0.743652524293325
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.304209690230342,0.194412480038441,0.743896597312798
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.304209690230342,0.194867647882361,0.743549985052554
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.305798252581414,0.195096743043576,0.743078050708558
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.305798252581414,0.195007434556753,0.743073220946316
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.304209690230342,0.195194000897094,0.742939789118127
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.305798252581414,0.195715477379416,0.743115167130665
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.30659253375695,0.195868794805119,0.742990415480995
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.307386814932486,0.19663400897269,0.742934728167442
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.305003971405878,0.194584232776801,0.743009094454328
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.304209690230342,0.194423804870638,0.742964413581813
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.304209690230342,0.194511301186583,0.743235134080517
"PHMRC","Bohol","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.307386814932486,0.196219379598198,0.743316315727025
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.242757821552723,0.151808239260199,0.55333413018243
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.242178447276941,0.152169445761756,0.553101865542565
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.242178447276941,0.151687145279456,0.553288206215632
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.241599073001159,0.151378379634937,0.55358963998099
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.241019698725377,0.151125978051622,0.553480256438301
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.242178447276941,0.151631028556672,0.553766059097734
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.242178447276941,0.151471538923498,0.553961866657754
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.242757821552723,0.151752122537415,0.553816484213721
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.241599073001159,0.150656638188343,0.553823492333636
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.242757821552723,0.151799378725022,0.553282014983118
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.241599073001159,0.15128070765619,0.553198706418209
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.242757821552723,0.151752122537415,0.552805793979593
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.242178447276941,0.151574911833889,0.552777285937199
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.242178447276941,0.151574911833889,0.553064835121227
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.242178447276941,0.152231016077762,0.552944399956397
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.241599073001159,0.151425635822544,0.553221241920005
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.241599073001159,0.150656638188343,0.553026401998987
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.243337195828505,0.151929333240942,0.553437230729089
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.243916570104287,0.15241666267564,0.553452249970689
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.242178447276941,0.152198981301736,0.553474954380817
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.242178447276941,0.151527655646282,0.553884114872654
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.242757821552723,0.151799378725022,0.553487231008063
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.243916570104287,0.153011196603507,0.553616309929891
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.242757821552723,0.151752122537415,0.553756781983913
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.242757821552723,0.151752122537415,0.553399534513635
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.242757821552723,0.151752122537415,0.553775386793591
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.242757821552723,0.151864355982982,0.553487516292869
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.241019698725377,0.150432171297209,0.553279499931601
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.243916570104287,0.152313289765249,0.553143468474014
"PHMRC","Dar","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.242178447276941,0.151650102713678,0.553111301915737
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.24822695035461,0.219288256436802,0.707577459812039
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.242710795902285,0.214566874754228,0.721748427606417
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.235618597320725,0.208173288820805,0.717210808780089
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.245862884160756,0.173503806590544,0.712195345975355
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.22301024428684,0.203704773877571,0.699247504024099
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.25531914893617,0.226249307475577,0.712601977182028
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.245862884160756,0.217946905274477,0.716470684758933
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.249014972419228,0.218798513977868,0.714448331926371
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.241922773837667,0.208861089925064,0.709919374897828
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.229314420803783,0.178493749556344,0.695369195691758
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.245074862096139,0.17440305961443,0.717729408965549
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.237194641449961,0.214501438715313,0.710423780506546
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.242710795902285,0.181274820620844,0.707783119465961
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.237982663514578,0.214927136341394,0.703842867967026
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.24113475177305,0.215663490152408,0.698241832065475
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.230890464933018,0.179864022837385,0.715653118366504
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.251379038613081,0.218082386834697,0.713581865897891
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.239558707643814,0.185641658534631,0.709699254093046
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.245862884160756,0.212642858147495,0.693417231712822
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.246650906225374,0.22508449932549,0.699445040381533
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.24113475177305,0.215922008696719,0.715697601405896
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.259259259259259,0.195752872257325,0.720514143192229
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.24113475177305,0.174767704311679,0.710876836248377
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.24113475177305,0.175585995792773,0.713235399675748
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.245862884160756,0.214655088323663,0.724329110630106
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.233254531126872,0.207660214419833,0.710742244116999
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.254531126871552,0.218930516326319,0.708524551335317
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.231678486997636,0.178320938438309,0.699674235145182
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.245862884160756,0.182481659913054,0.699819915514602
"PHMRC","Mexico","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.244286840031521,0.17726824647474,0.703899751455542
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.356902356902357,0.271858076563959,0.521881904289711
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.356902356902357,0.270924369747899,0.522760397597046
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.356902356902357,0.271858076563959,0.522349328307971
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.353535353535354,0.269505135387488,0.522284995928327
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.353535353535354,0.269505135387488,0.521947411214246
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.353535353535354,0.269505135387488,0.521506449709968
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.35016835016835,0.267152194211018,0.522029122491653
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.353535353535354,0.269505135387488,0.522345183091307
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.353535353535354,0.269505135387488,0.5232321384892
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.353535353535354,0.269505135387488,0.523790222486107
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.353535353535354,0.269505135387488,0.523480826819921
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.35016835016835,0.267152194211018,0.523194895822222
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.353535353535354,0.269505135387488,0.522710421642091
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.35016835016835,0.267152194211018,0.522129397487553
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.35016835016835,0.267152194211018,0.521613181093247
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.353535353535354,0.269505135387488,0.522868720119021
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.353535353535354,0.269505135387488,0.523383742006591
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.35016835016835,0.267152194211018,0.524004011058021
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.35016835016835,0.267152194211018,0.52342597125746
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.353535353535354,0.269505135387488,0.523067357366685
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.353535353535354,0.269505135387488,0.521937022571384
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.35016835016835,0.267152194211018,0.521413504918884
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.353535353535354,0.269505135387488,0.52138931268642
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.353535353535354,0.269505135387488,0.520578064134189
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.35016835016835,0.267152194211018,0.521216343236612
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.35016835016835,0.267152194211018,0.522104287746851
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.353535353535354,0.269505135387488,0.522880788487119
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.35016835016835,0.267152194211018,0.523290134437169
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.35016835016835,0.267152194211018,0.523252664425691
"PHMRC","Pemba","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.35016835016835,0.267152194211018,0.522097167428485
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1001,0.320648343904158,0.24429659941017,0.547781536929922
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1002,0.321353065539112,0.244541697449385,0.548068880618926
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1003,0.320648343904158,0.24429659941017,0.54825666640906
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1004,0.320648343904158,0.24429659941017,0.548559113446648
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1005,0.320648343904158,0.24429659941017,0.548417102272654
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1006,0.321353065539112,0.245306700420271,0.548306894618453
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1007,0.320648343904158,0.24429659941017,0.548436162561816
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1008,0.321353065539112,0.244617112230682,0.548431137254935
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1009,0.321353065539112,0.244617112230682,0.548507014118961
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1010,0.319943622269204,0.243286498400068,0.548396117835606
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1011,0.320648343904158,0.244986187599758,0.548563765856576
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1012,0.321353065539112,0.245306700420271,0.548497851649475
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1013,0.320648343904158,0.24429659941017,0.548562388410085
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1014,0.320648343904158,0.24429659941017,0.548364483831241
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1015,0.319943622269204,0.243395698509269,0.548343688122745
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1016,0.320648343904158,0.24429659941017,0.548026203762461
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1017,0.321353065539112,0.244541697449385,0.548249684966058
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1018,0.319238900634249,0.242385597499168,0.548215112447072
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1019,0.321353065539112,0.244541697449385,0.548173097498427
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1020,0.319943622269204,0.24381350762273,0.548538568349221
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1021,0.321353065539112,0.245306700420271,0.548309248055132
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1022,0.320648343904158,0.24429659941017,0.548591808382284
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1023,0.32276250880902,0.245984698892387,0.548410457874114
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1024,0.322057787174066,0.245551798459486,0.548224197189454
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1025,0.320648343904158,0.24429659941017,0.547941343041988
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1026,0.321353065539112,0.245306700420271,0.547653208859973
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1027,0.320648343904158,0.24429659941017,0.547629963688652
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1028,0.319943622269204,0.24381350762273,0.547677028361332
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1029,0.319943622269204,0.243976086589657,0.547778245915626
"PHMRC","UP","no_shift","bfl_base","LCVA","gibbs_dir","batch1",1030,0.320648343904158,0.244167805771146,0.547876980142391
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_ln","batch1",1001,0.278635778635779,0.195241070959931,0.503550629329126
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_ln","batch1",1002,0.281209781209781,0.198016625905793,0.503414650753609
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_ln","batch1",1003,0.278635778635779,0.195871837972618,0.503584382801587
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_ln","batch1",1004,0.27992277992278,0.195874692929394,0.503236021631141
"PHMRC","AP","no_shift","bfl_base","LCVA","gibbs_ln","batch1",1005,0.280566280566281,0.197270572136692,0.502386653565622
