"dataset","method","frac","sampler","batch","seed","top1_acc","balanced_acc","csmf_acc"
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8159,0.633663366336634,0.243872253167836,0.778062307871943
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8160,0.633663366336634,0.243872253167836,0.777528723451876
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8161,0.633663366336634,0.243872253167836,0.777484331120679
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8162,0.633663366336634,0.243872253167836,0.777454463622447
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8163,0.633663366336634,0.243872253167836,0.777921800131151
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8164,0.633663366336634,0.243872253167836,0.778402766820494
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8165,0.633663366336634,0.243872253167836,0.778238211322233
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8166,0.633663366336634,0.243872253167836,0.778096280093016
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8167,0.633663366336634,0.243872253167836,0.777784112072861
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8168,0.633663366336634,0.243872253167836,0.777643978021254
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8169,0.633663366336634,0.243872253167836,0.777730921830341
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8170,0.633663366336634,0.243872253167836,0.778209657633039
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8171,0.633663366336634,0.243872253167836,0.778397174746768
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8172,0.633663366336634,0.243872253167836,0.778391484017231
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8173,0.633663366336634,0.243872253167836,0.77801408697429
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8174,0.633663366336634,0.243872253167836,0.777978555883351
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8175,0.633663366336634,0.243872253167836,0.778146723939742
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8176,0.633663366336634,0.243872253167836,0.77825981147051
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8177,0.633663366336634,0.243872253167836,0.778660879410715
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8178,0.633663366336634,0.243872253167836,0.778584917397786
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8179,0.633663366336634,0.243872253167836,0.778124989240586
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8180,0.633663366336634,0.243872253167836,0.778044156619558
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8181,0.633663366336634,0.243872253167836,0.778215423129752
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8182,0.633663366336634,0.243872253167836,0.777944413337818
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8183,0.633663366336634,0.243872253167836,0.778281322096929
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8184,0.633663366336634,0.243872253167836,0.778736870058414
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8185,0.633663366336634,0.243872253167836,0.778351512990124
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8186,0.633663366336634,0.243872253167836,0.778479213523115
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8187,0.633663366336634,0.243872253167836,0.77824413771803
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8188,0.633663366336634,0.243872253167836,0.777776821375375
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8189,0.633663366336634,0.243872253167836,0.777525500170952
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8190,0.633663366336634,0.243872253167836,0.777329166330456
