"target","variant","cause","domain","lambda"
"Bohol","BFL_domain","Breast Cancer","Dar",0.214143905641753
"Bohol","BFL_domain","Leukemia/Lymphomas","Dar",0.0613787827607638
"Bohol","BFL_domain","Poisonings","Dar",0.149128235170114
"Bohol","BFL_domain","Prostate Cancer","Dar",0.253158357617622
"Bohol","BFL_domain","Esophageal Cancer","Dar",0.352012198838725
"Bohol","BFL_domain","Stomach Cancer","Dar",0.23682540367486
"Bohol","BFL_domain","Cirrhosis","Pemba",0
"Bohol","BFL_domain","Epilepsy","Pemba",0
"Bohol","BFL_domain","Pneumonia","Pemba",0.00723479200852927
"Bohol","BFL_domain","COPD","Pemba",0
"Bohol","BFL_domain","Acute Myocardial Infarction","Pemba",0
"Bohol","BFL_domain","Fires","Pemba",0.15804083852634
"Bohol","BFL_domain","Renal Failure","Pemba",0
"Bohol","BFL_domain","AIDS","Pemba",0
"Bohol","BFL_domain","Lung Cancer","Pemba",0
"Bohol","BFL_domain","Maternal","Pemba",0.0710167529838069
"Bohol","BFL_domain","Drowning","Pemba",0.193951789508465
"Bohol","BFL_domain","Other Cardiovascular Diseases","Pemba",0
"Bohol","BFL_domain","Other Non-communicable Diseases","Pemba",0.00855571374778218
"Bohol","BFL_domain","Falls","Pemba",0.164803107515077
"Bohol","BFL_domain","Stroke","Pemba",0
"Bohol","BFL_domain","Road Traffic","Pemba",0.0232536630482271
"Bohol","BFL_domain","Bite of Venomous Animal","Pemba",0
"Bohol","BFL_domain","Diabetes","Pemba",0.0258822688996091
"Bohol","BFL_domain","Other Infectious Diseases","Pemba",0.138879310434927
"Bohol","BFL_domain","TB","Pemba",0.0268758180770845
"Bohol","BFL_domain","Suicide","Pemba",0.0669551342386876
"Bohol","BFL_domain","Other Injuries","Pemba",0.154003622810088
"Bohol","BFL_domain","Cervical Cancer","Pemba",0
"Bohol","BFL_domain","Malaria","Pemba",0.21697399722109
"Bohol","BFL_domain","Asthma","Pemba",0.164229903257164
"Bohol","BFL_domain","Diarrhea/Dysentery","Pemba",0.122368250376635
"Bohol","BFL_domain","Colorectal Cancer","Pemba",0
"Bohol","BFL_domain","Homicide","Pemba",0.0229071299633959
"Bohol","BFL_domain","Breast Cancer","Pemba",0
"Bohol","BFL_domain","Leukemia/Lymphomas","Pemba",0
"Bohol","BFL_domain","Poisonings","Pemba",0.152438514527146
"Bohol","BFL_domain","Prostate Cancer","Pemba",0
"Bohol","BFL_domain","Esophageal Cancer","Pemba",0
"Bohol","BFL_domain","Stomach Cancer","Pemba",0
"Bohol","BFL_domain","Cirrhosis","UP",0.0470907408479233
"Bohol","BFL_domain","Epilepsy","UP",0.197743096425081
"Bohol","BFL_domain","Pneumonia","UP",0.022813484148609
"Bohol","BFL_domain","COPD","UP",0.167867769920444
"Bohol","BFL_domain","Acute Myocardial Infarction","UP",0.00725279815746393
"Bohol","BFL_domain","Fires","UP",0.173407045844757
"Bohol","BFL_domain","Renal Failure","UP",0.0737207703845061
"Bohol","BFL_domain","AIDS","UP",0.154427099348277
"Bohol","BFL_domain","Lung Cancer","UP",0.164509329872265
"Bohol","BFL_domain","Maternal","UP",0.194267646952384
"Bohol","BFL_domain","Drowning","UP",0.195216747479524
"Bohol","BFL_domain","Other Cardiovascular Diseases","UP",0.101515673309847
"Bohol","BFL_domain","Other Non-communicable Diseases","UP",0.0131016084930294
"Bohol","BFL_domain","Falls","UP",0.157444341599285
"Bohol","BFL_domain","Stroke","UP",0.00697876169349904
"Bohol","BFL_domain","Road Traffic","UP",0.024269268114743
"Bohol","BFL_domain","Bite of Venomous Animal","UP",0.245454667644139
"Bohol","BFL_domain","Diabetes","UP",0.0274584521141267
"Bohol","BFL_domain","Other Infectious Diseases","UP",0.23814154076024
"Bohol","BFL_domain","TB","UP",0.0372816644758762
"Bohol","BFL_domain","Suicide","UP",0.133720065423461
"Bohol","BFL_domain","Other Injuries","UP",0.155374574843971
"Bohol","BFL_domain","Cervical Cancer","UP",0.202113317411423
"Bohol","BFL_domain","Malaria","UP",0.330109301851992
"Bohol","BFL_domain","Asthma","UP",0.166095212609574
"Bohol","BFL_domain","Diarrhea/Dysentery","UP",0.296138963335031
"Bohol","BFL_domain","Colorectal Cancer","UP",0
"Bohol","BFL_domain","Homicide","UP",0.029129475428426
"Bohol","BFL_domain","Breast Cancer","UP",0.0542897710051963
"Bohol","BFL_domain","Leukemia/Lymphomas","UP",0.0585224983881659
"Bohol","BFL_domain","Poisonings","UP",0.232173372301602
"Bohol","BFL_domain","Prostate Cancer","UP",0
"Bohol","BFL_domain","Esophageal Cancer","UP",0
"Bohol","BFL_domain","Stomach Cancer","UP",0
"Bohol","BFL_domain","Cirrhosis","Bohol",0.0999707457598399
"Bohol","BFL_domain","Epilepsy","Bohol",0.200219147284846
"Bohol","BFL_domain","Pneumonia","Bohol",0.868680255957783
"Bohol","BFL_domain","COPD","Bohol",0.0991183597361294
"Bohol","BFL_domain","Acute Myocardial Infarction","Bohol",0.266851970981527
"Bohol","BFL_domain","Fires","Bohol",0.159789319431088
"Bohol","BFL_domain","Renal Failure","Bohol",0.157802877921
"Bohol","BFL_domain","AIDS","Bohol",0
"Bohol","BFL_domain","Lung Cancer","Bohol",0.174331338891655
"Bohol","BFL_domain","Maternal","Bohol",0.0920048921638424
"Bohol","BFL_domain","Drowning","Bohol",0.18184634853105
"Bohol","BFL_domain","Other Cardiovascular Diseases","Bohol",0.0497660342444833
"Bohol","BFL_domain","Other Non-communicable Diseases","Bohol",0.504577300605078
"Bohol","BFL_domain","Falls","Bohol",0.173757354090741
"Bohol","BFL_domain","Stroke","Bohol",0.826391081806244
"Bohol","BFL_domain","Road Traffic","Bohol",0.0235037189752707
"Bohol","BFL_domain","Bite of Venomous Animal","Bohol",0.242765719380607
"Bohol","BFL_domain","Diabetes","Bohol",0.0764462948604081
"Bohol","BFL_domain","Other Infectious Diseases","Bohol",0.140215016073253
"Bohol","BFL_domain","TB","Bohol",0.0274830303980959
"Bohol","BFL_domain","Suicide","Bohol",0.0686215300192602
"Bohol","BFL_domain","Other Injuries","Bohol",0.151841593275743
"Bohol","BFL_domain","Cervical Cancer","Bohol",0.201254262708468
"Bohol","BFL_domain","Malaria","Bohol",0
"Bohol","BFL_domain","Asthma","Bohol",0.166599195407662
"Bohol","BFL_domain","Diarrhea/Dysentery","Bohol",0.110751373750293
"Bohol","BFL_domain","Colorectal Cancer","Bohol",0.238928708921876
"Bohol","BFL_domain","Homicide","Bohol",0.0234550871920482
"Bohol","BFL_domain","Breast Cancer","Bohol",0.0743191212996324
"Bohol","BFL_domain","Leukemia/Lymphomas","Bohol",0.060148879443025
"Bohol","BFL_domain","Poisonings","Bohol",0.153029947464023
"Bohol","BFL_domain","Prostate Cancer","Bohol",0.247744715865204
"Bohol","BFL_domain","Esophageal Cancer","Bohol",0.324226401825765
"Bohol","BFL_domain","Stomach Cancer","Bohol",0.248469486942678
"Bohol","BFL_mix","Cirrhosis","Mexico",0.591420724158303
"Bohol","BFL_mix","Epilepsy","Mexico",0.184066909278164
"Bohol","BFL_mix","Pneumonia","Mexico",0.206287226256655
"Bohol","BFL_mix","COPD","Mexico",0.42858701439305
"Bohol","BFL_mix","Acute Myocardial Infarction","Mexico",0.0850456916444885
"Bohol","BFL_mix","Fires","Mexico",0.166010252292188
"Bohol","BFL_mix","Renal Failure","Mexico",0.0325170519103894
"Bohol","BFL_mix","AIDS","Mexico",0.191472641368657
"Bohol","BFL_mix","Lung Cancer","Mexico",0.744057626152567
"Bohol","BFL_mix","Maternal","Mexico",0.109066218881821
"Bohol","BFL_mix","Drowning","Mexico",0
"Bohol","BFL_mix","Other Cardiovascular Diseases","Mexico",0.304004525026364
"Bohol","BFL_mix","Other Non-communicable Diseases","Mexico",0.153467801640536
"Bohol","BFL_mix","Falls","Mexico",0.631358244525798
"Bohol","BFL_mix","Stroke","Mexico",0.0148265685921285
"Bohol","BFL_mix","Road Traffic","Mexico",0.0979779688350715
"Bohol","BFL_mix","Bite of Venomous Animal","Mexico",0.248832527753804
"Bohol","BFL_mix","Diabetes","Mexico",0.224295376131257
"Bohol","BFL_mix","Other Infectious Diseases","Mexico",0.166103162596496
"Bohol","BFL_mix","TB","Mexico",0.0285423674866181
"Bohol","BFL_mix","Suicide","Mexico",0.0581290532975193
"Bohol","BFL_mix","Other Injuries","Mexico",0.150422891326156
"Bohol","BFL_mix","Cervical Cancer","Mexico",0.293027827758682
"Bohol","BFL_mix","Malaria","Mexico",0
"Bohol","BFL_mix","Asthma","Mexico",0.16371681014429
"Bohol","BFL_mix","Diarrhea/Dysentery","Mexico",0.0569485079960297
"Bohol","BFL_mix","Colorectal Cancer","Mexico",0.627943633958397
"Bohol","BFL_mix","Homicide","Mexico",0.690895279179298
"Bohol","BFL_mix","Breast Cancer","Mexico",0.572060079028965
"Bohol","BFL_mix","Leukemia/Lymphomas","Mexico",0.788282707133308
"Bohol","BFL_mix","Poisonings","Mexico",0.156975646396272
"Bohol","BFL_mix","Prostate Cancer","Mexico",0.25130958871494
"Bohol","BFL_mix","Esophageal Cancer","Mexico",0
"Bohol","BFL_mix","Stomach Cancer","Mexico",0.27735193674145
"Bohol","BFL_mix","Cirrhosis","AP",0.310356168757451
"Bohol","BFL_mix","Epilepsy","AP",0.279051852497767
"Bohol","BFL_mix","Pneumonia","AP",0.298987745455267
"Bohol","BFL_mix","COPD","AP",0.192591626364818
"Bohol","BFL_mix","Acute Myocardial Infarction","AP",0.851632620476374
"Bohol","BFL_mix","Fires","AP",0.165704495957515
"Bohol","BFL_mix","Renal Failure","AP",0.880251855125083
"Bohol","BFL_mix","AIDS","AP",0.562531938054461
"Bohol","BFL_mix","Lung Cancer","AP",0.0594855846970481
"Bohol","BFL_mix","Maternal","AP",0.520717384440402
"Bohol","BFL_mix","Drowning","AP",0.249783206752924
"Bohol","BFL_mix","Other Cardiovascular Diseases","AP",0.463315564832197
"Bohol","BFL_mix","Other Non-communicable Diseases","AP",0.667230462142701
"Bohol","BFL_mix","Falls","AP",0.160031203137153
"Bohol","BFL_mix","Stroke","AP",0.307214230056053
"Bohol","BFL_mix","Road Traffic","AP",0.790691676305233
"Bohol","BFL_mix","Bite of Venomous Animal","AP",0.267551594434914
"Bohol","BFL_mix","Diabetes","AP",0.657113784568692
"Bohol","BFL_mix","Other Infectious Diseases","AP",0.159767902133498
"Bohol","BFL_mix","TB","AP",0.867291622661324
"Bohol","BFL_mix","Suicide","AP",0.641373810500107
"Bohol","BFL_mix","Other Injuries","AP",0.19837533406606
"Bohol","BFL_mix","Cervical Cancer","AP",0.164105579650813
"Bohol","BFL_mix","Malaria","AP",0.243106166376065
"Bohol","BFL_mix","Asthma","AP",0.171192689256825
"Bohol","BFL_mix","Diarrhea/Dysentery","AP",0.548868745981322
"Bohol","BFL_mix","Colorectal Cancer","AP",0.121971824063438
"Bohol","BFL_mix","Homicide","AP",0.072694563099571
"Bohol","BFL_mix","Breast Cancer","AP",0.0514514541961351
"Bohol","BFL_mix","Leukemia/Lymphomas","AP",0.0542620979365939
"Bohol","BFL_mix","Poisonings","AP",0.158993626956009
"Bohol","BFL_mix","Prostate Cancer","AP",0.247401100133073
"Bohol","BFL_mix","Esophageal Cancer","AP",0.330555288910072
"Bohol","BFL_mix","Stomach Cancer","AP",0.239428034667188
"Bohol","BFL_mix","Cirrhosis","Dar",0.0259610654230828
"Bohol","BFL_mix","Epilepsy","Dar",0.178139347295792
"Bohol","BFL_mix","Pneumonia","Dar",0.0263092698620112
"Bohol","BFL_mix","COPD","Dar",0.0657258878073104
"Bohol","BFL_mix","Acute Myocardial Infarction","Dar",0.00518445297938621
"Bohol","BFL_mix","Fires","Dar",0.168446658528146
"Bohol","BFL_mix","Renal Failure","Dar",0.0149409084327165
"Bohol","BFL_mix","AIDS","Dar",0.133329296214651
"Bohol","BFL_mix","Lung Cancer","Dar",0.0601188647506819
"Bohol","BFL_mix","Maternal","Dar",0.103964314937125
"Bohol","BFL_mix","Drowning","Dar",0.181696865046953
"Bohol","BFL_mix","Other Cardiovascular Diseases","Dar",0.0647688489077659
"Bohol","BFL_mix","Other Non-communicable Diseases","Dar",0.00974592968009104
"Bohol","BFL_mix","Falls","Dar",0.0521552084320355
"Bohol","BFL_mix","Stroke","Dar",0.0440461191836257
"Bohol","BFL_mix","Road Traffic","Dar",0.051063433017706
"Bohol","BFL_mix","Bite of Venomous Animal","Dar",0
"Bohol","BFL_mix","Diabetes","Dar",0.0213762531761865
"Bohol","BFL_mix","Other Infectious Diseases","Dar",0.0630824710665241
"Bohol","BFL_mix","TB","Dar",0.0346758202051234
"Bohol","BFL_mix","Suicide","Dar",0.0615952465739129
"Bohol","BFL_mix","Other Injuries","Dar",0.185852308795086
"Bohol","BFL_mix","Cervical Cancer","Dar",0.209953421690312
"Bohol","BFL_mix","Malaria","Dar",0.237440930919507
"Bohol","BFL_mix","Asthma","Dar",0.162504013731869
"Bohol","BFL_mix","Diarrhea/Dysentery","Dar",0.0616861152857539
"Bohol","BFL_mix","Colorectal Cancer","Dar",0.130888485111796
"Bohol","BFL_mix","Homicide","Dar",0.167982024678684
"Bohol","BFL_mix","Breast Cancer","Dar",0.276575068236838
"Bohol","BFL_mix","Leukemia/Lymphomas","Dar",0.0549745165624753
"Bohol","BFL_mix","Poisonings","Dar",0.155848051901874
"Bohol","BFL_mix","Prostate Cancer","Dar",0.249680735823626
"Bohol","BFL_mix","Esophageal Cancer","Dar",0.340394072301904
"Bohol","BFL_mix","Stomach Cancer","Dar",0.241165927933174
"Bohol","BFL_mix","Cirrhosis","Pemba",0
"Bohol","BFL_mix","Epilepsy","Pemba",0
"Bohol","BFL_mix","Pneumonia","Pemba",0.0082592616870962
"Bohol","BFL_mix","COPD","Pemba",0
"Bohol","BFL_mix","Acute Myocardial Infarction","Pemba",0
"Bohol","BFL_mix","Fires","Pemba",0.157715635150119
"Bohol","BFL_mix","Renal Failure","Pemba",0
"Bohol","BFL_mix","AIDS","Pemba",0
"Bohol","BFL_mix","Lung Cancer","Pemba",0
"Bohol","BFL_mix","Maternal","Pemba",0.0595514562061732
"Bohol","BFL_mix","Drowning","Pemba",0.193306674807256
"Bohol","BFL_mix","Other Cardiovascular Diseases","Pemba",0
"Bohol","BFL_mix","Other Non-communicable Diseases","Pemba",0.0104112372146619
"Bohol","BFL_mix","Falls","Pemba",0.0552861149344885
"Bohol","BFL_mix","Stroke","Pemba",0
"Bohol","BFL_mix","Road Traffic","Pemba",0.0200230522196928
"Bohol","BFL_mix","Bite of Venomous Animal","Pemba",0
"Bohol","BFL_mix","Diabetes","Pemba",0.0215131901948589
"Bohol","BFL_mix","Other Infectious Diseases","Pemba",0.0644048617546243
"Bohol","BFL_mix","TB","Pemba",0.0175821807777229
"Bohol","BFL_mix","Suicide","Pemba",0.0565237573641748
"Bohol","BFL_mix","Other Injuries","Pemba",0.152940828144173
"Bohol","BFL_mix","Cervical Cancer","Pemba",0
"Bohol","BFL_mix","Malaria","Pemba",0.23262834050225
"Bohol","BFL_mix","Asthma","Pemba",0.169148341489143
"Bohol","BFL_mix","Diarrhea/Dysentery","Pemba",0.0621809371431144
"Bohol","BFL_mix","Colorectal Cancer","Pemba",0
"Bohol","BFL_mix","Homicide","Pemba",0.0206438786357188
"Bohol","BFL_mix","Breast Cancer","Pemba",0
"Bohol","BFL_mix","Leukemia/Lymphomas","Pemba",0
"Bohol","BFL_mix","Poisonings","Pemba",0.154857999870905
"Bohol","BFL_mix","Prostate Cancer","Pemba",0
"Bohol","BFL_mix","Esophageal Cancer","Pemba",0
"Bohol","BFL_mix","Stomach Cancer","Pemba",0
"Bohol","BFL_mix","Cirrhosis","UP",0.0339039845057875
"Bohol","BFL_mix","Epilepsy","UP",0.178620287427245
"Bohol","BFL_mix","Pneumonia","UP",0.0985841696301009
"Bohol","BFL_mix","COPD","UP",0.246673803185489
"Bohol","BFL_mix","Acute Myocardial Infarction","UP",0.0083667181586871
"Bohol","BFL_mix","Fires","UP",0.185800485694285
"Bohol","BFL_mix","Renal Failure","UP",0.0456675188775435
"Bohol","BFL_mix","AIDS","UP",0.11266612436223
"Bohol","BFL_mix","Lung Cancer","UP",0.0752941649378171
"Bohol","BFL_mix","Maternal","UP",0.181997369998074
"Bohol","BFL_mix","Drowning","UP",0.197219835069191
"Bohol","BFL_mix","Other Cardiovascular Diseases","UP",0.120627022483067
"Bohol","BFL_mix","Other Non-communicable Diseases","UP",0.0222619057162315
"Bohol","BFL_mix","Falls","UP",0.0519423322913244
"Bohol","BFL_mix","Stroke","UP",0.0248046333926548
"Bohol","BFL_mix","Road Traffic","UP",0.0205614710146762
"Bohol","BFL_mix","Bite of Venomous Animal","UP",0.23788660385956
"Bohol","BFL_mix","Diabetes","UP",0.0213578188896112
"Bohol","BFL_mix","Other Infectious Diseases","UP",0.484522738158738
"Bohol","BFL_mix","TB","UP",0.0339935982329718
"Bohol","BFL_mix","Suicide","UP",0.126115292359642
"Bohol","BFL_mix","Other Injuries","UP",0.157946994408247
"Bohol","BFL_mix","Cervical Cancer","UP",0.165758123737238
"Bohol","BFL_mix","Malaria","UP",0.286824562202178
"Bohol","BFL_mix","Asthma","UP",0.166491986318884
"Bohol","BFL_mix","Diarrhea/Dysentery","UP",0.213884875672601
"Bohol","BFL_mix","Colorectal Cancer","UP",0
"Bohol","BFL_mix","Homicide","UP",0.0266956665288899
"Bohol","BFL_mix","Breast Cancer","UP",0.0496785480442991
"Bohol","BFL_mix","Leukemia/Lymphomas","UP",0.0511541718176606
"Bohol","BFL_mix","Poisonings","UP",0.215328812503175
"Bohol","BFL_mix","Prostate Cancer","UP",0
"Bohol","BFL_mix","Esophageal Cancer","UP",0
"Bohol","BFL_mix","Stomach Cancer","UP",0
"Bohol","BFL_mix","Cirrhosis","Bohol",0.0383580571553758
"Bohol","BFL_mix","Epilepsy","Bohol",0.180121603501031
"Bohol","BFL_mix","Pneumonia","Bohol",0.36157232710887
"Bohol","BFL_mix","COPD","Bohol",0.0664216682493314
"Bohol","BFL_mix","Acute Myocardial Infarction","Bohol",0.0497705167410638
"Bohol","BFL_mix","Fires","Bohol",0.156322472377747
"Bohol","BFL_mix","Renal Failure","Bohol",0.0266226656542674
"Bohol","BFL_mix","AIDS","Bohol",0
"Bohol","BFL_mix","Lung Cancer","Bohol",0.061043759461886
"Bohol","BFL_mix","Maternal","Bohol",0.0247032555364054
"Bohol","BFL_mix","Drowning","Bohol",0.177993418323676
"Bohol","BFL_mix","Other Cardiovascular Diseases","Bohol",0.0472840387506055
"Bohol","BFL_mix","Other Non-communicable Diseases","Bohol",0.136882663605778
"Bohol","BFL_mix","Falls","Bohol",0.0492268966792004
"Bohol","BFL_mix","Stroke","Bohol",0.609108448775538
"Bohol","BFL_mix","Road Traffic","Bohol",0.0196823986076208
"Bohol","BFL_mix","Bite of Venomous Animal","Bohol",0.245729273951722
"Bohol","BFL_mix","Diabetes","Bohol",0.0543435770393939
"Bohol","BFL_mix","Other Infectious Diseases","Bohol",0.0621188642901196
"Bohol","BFL_mix","TB","Bohol",0.0179144106362395
"Bohol","BFL_mix","Suicide","Bohol",0.0562628399046446
"Bohol","BFL_mix","Other Injuries","Bohol",0.154461643260277
"Bohol","BFL_mix","Cervical Cancer","Bohol",0.167155047162956
"Bohol","BFL_mix","Malaria","Bohol",0
"Bohol","BFL_mix","Asthma","Bohol",0.16694615905899
"Bohol","BFL_mix","Diarrhea/Dysentery","Bohol",0.0564308179211792
"Bohol","BFL_mix","Colorectal Cancer","Bohol",0.119196056866369
"Bohol","BFL_mix","Homicide","Bohol",0.0210885878778381
"Bohol","BFL_mix","Breast Cancer","Bohol",0.0502348504937619
"Bohol","BFL_mix","Leukemia/Lymphomas","Bohol",0.0513265065499621
"Bohol","BFL_mix","Poisonings","Bohol",0.157995862371764
"Bohol","BFL_mix","Prostate Cancer","Bohol",0.251608575328361
"Bohol","BFL_mix","Esophageal Cancer","Bohol",0.329050638788024
"Bohol","BFL_mix","Stomach Cancer","Bohol",0.242054100658188
