"target","variant","cause","domain","lambda"
"Pemba","BFL_partial","Road Traffic","Bohol",0.0601294676260248
"Pemba","BFL_partial","Bite of Venomous Animal","Bohol",0.247706649284275
"Pemba","BFL_partial","Diabetes","Bohol",0.0369429549132127
"Pemba","BFL_partial","Other Infectious Diseases","Bohol",0.033971728176468
"Pemba","BFL_partial","TB","Bohol",0.0831029625112251
"Pemba","BFL_partial","Suicide","Bohol",0.156716697950933
"Pemba","BFL_partial","Other Injuries","Bohol",0.0844826926798202
"Pemba","BFL_partial","Cervical Cancer","Bohol",0.202061528798035
"Pemba","BFL_partial","Malaria","Bohol",0
"Pemba","BFL_partial","Asthma","Bohol",0.161763409894598
"Pemba","BFL_partial","Diarrhea/Dysentery","Bohol",0.0598961182519944
"Pemba","BFL_partial","Colorectal Cancer","Bohol",0.245553939338839
"Pemba","BFL_partial","Homicide","Bohol",0.155694080506896
"Pemba","BFL_partial","Breast Cancer","Bohol",0.197190650216793
"Pemba","BFL_partial","Leukemia/Lymphomas","Bohol",0.170059684163575
"Pemba","BFL_partial","Poisonings","Bohol",0.168496922404571
"Pemba","BFL_partial","Prostate Cancer","Bohol",0.251213730011648
"Pemba","BFL_partial","Esophageal Cancer","Bohol",0.329018190251386
"Pemba","BFL_partial","Stomach Cancer","Bohol",0.249226724832736
"Pemba","BFL_partial","Cirrhosis","Dar",0.1902054096513
"Pemba","BFL_partial","Epilepsy","Dar",0.199495739785756
"Pemba","BFL_partial","Pneumonia","Dar",0.100401750858346
"Pemba","BFL_partial","COPD","Dar",0.173429023685533
"Pemba","BFL_partial","Acute Myocardial Infarction","Dar",0.0405462330411357
"Pemba","BFL_partial","Fires","Dar",0.126512217006729
"Pemba","BFL_partial","Renal Failure","Dar",0.149807069647298
"Pemba","BFL_partial","AIDS","Dar",0.202924012863076
"Pemba","BFL_partial","Lung Cancer","Dar",0.196529606679704
"Pemba","BFL_partial","Maternal","Dar",0.021918801670742
"Pemba","BFL_partial","Drowning","Dar",0.0200854018094206
"Pemba","BFL_partial","Other Cardiovascular Diseases","Dar",0.191983837569129
"Pemba","BFL_partial","Other Non-communicable Diseases","Dar",0.0314509583639776
"Pemba","BFL_partial","Falls","Dar",0.081948787735536
"Pemba","BFL_partial","Stroke","Dar",0.0671382023890947
"Pemba","BFL_partial","Road Traffic","Dar",0.175991918594973
"Pemba","BFL_partial","Bite of Venomous Animal","Dar",0
"Pemba","BFL_partial","Diabetes","Dar",0.0482651978503886
"Pemba","BFL_partial","Other Infectious Diseases","Dar",0.0390703082124213
"Pemba","BFL_partial","TB","Dar",0.109130769451518
"Pemba","BFL_partial","Suicide","Dar",0.163656662166811
"Pemba","BFL_partial","Other Injuries","Dar",0.085995806388849
"Pemba","BFL_partial","Cervical Cancer","Dar",0.197551893787174
"Pemba","BFL_partial","Malaria","Dar",0.244788526794963
"Pemba","BFL_partial","Asthma","Dar",0.170418879786801
"Pemba","BFL_partial","Diarrhea/Dysentery","Dar",0.0629938549978327
"Pemba","BFL_partial","Colorectal Cancer","Dar",0.253253465311524
"Pemba","BFL_partial","Homicide","Dar",0.16865604377737
"Pemba","BFL_partial","Breast Cancer","Dar",0.1983416743544
"Pemba","BFL_partial","Leukemia/Lymphomas","Dar",0.165984858416032
