"target","variant","cause","domain","lambda"
"AP","BFL_base","Diarrhea/Dysentery","UP",0.551802222051776
"AP","BFL_base","Colorectal Cancer","UP",0
"AP","BFL_base","Homicide","UP",0.550665199269056
"AP","BFL_base","Breast Cancer","UP",0.243018685300845
"AP","BFL_base","Leukemia/Lymphomas","UP",0.24327574507224
"AP","BFL_base","Poisonings","UP",0.889585472958251
"AP","BFL_base","Prostate Cancer","UP",0
"AP","BFL_base","Esophageal Cancer","UP",0
"AP","BFL_base","Stomach Cancer","UP",0
"AP","BFL_partial","Cirrhosis","Mexico",0.154217270201366
"AP","BFL_partial","Epilepsy","Mexico",0.1257950897491
"AP","BFL_partial","Pneumonia","Mexico",0.0057526965081079
"AP","BFL_partial","COPD","Mexico",0.014240500400024
"AP","BFL_partial","Acute Myocardial Infarction","Mexico",0.0230770511392537
"AP","BFL_partial","Fires","Mexico",0.129437539076514
"AP","BFL_partial","Renal Failure","Mexico",0.0285558918176302
"AP","BFL_partial","AIDS","Mexico",0.133373779704942
"AP","BFL_partial","Lung Cancer","Mexico",0.292166461579297
"AP","BFL_partial","Maternal","Mexico",0.0101399056094938
"AP","BFL_partial","Drowning","Mexico",0
"AP","BFL_partial","Other Cardiovascular Diseases","Mexico",0.0303184871198
"AP","BFL_partial","Other Non-communicable Diseases","Mexico",0.167893466960333
"AP","BFL_partial","Falls","Mexico",0.289348280135661
"AP","BFL_partial","Stroke","Mexico",0.0354322916238398
"AP","BFL_partial","Road Traffic","Mexico",0.166492797443331
"AP","BFL_partial","Bite of Venomous Animal","Mexico",0.0635438313122849
"AP","BFL_partial","Diabetes","Mexico",0.13483979708015
"AP","BFL_partial","Other Infectious Diseases","Mexico",0.0156120311994904
"AP","BFL_partial","TB","Mexico",0.0157499523892575
"AP","BFL_partial","Suicide","Mexico",0.0270685087509372
"AP","BFL_partial","Other Injuries","Mexico",0.0334379700764696
"AP","BFL_partial","Cervical Cancer","Mexico",0.401291243487378
"AP","BFL_partial","Malaria","Mexico",0
"AP","BFL_partial","Asthma","Mexico",0.112106641103396
"AP","BFL_partial","Diarrhea/Dysentery","Mexico",0.0329823096444106
"AP","BFL_partial","Colorectal Cancer","Mexico",0.517654365424942
"AP","BFL_partial","Homicide","Mexico",0.288714152948925
"AP","BFL_partial","Breast Cancer","Mexico",0.236431181592672
"AP","BFL_partial","Leukemia/Lymphomas","Mexico",0.427909282254722
"AP","BFL_partial","Poisonings","Mexico",0.0242577806615044
"AP","BFL_partial","Prostate Cancer","Mexico",0.381066840235546
"AP","BFL_partial","Esophageal Cancer","Mexico",0
"AP","BFL_partial","Stomach Cancer","Mexico",0.658973583985246
"AP","BFL_partial","Cirrhosis","Bohol",0.0204097448953538
"AP","BFL_partial","Epilepsy","Bohol",0.137983081528873
"AP","BFL_partial","Pneumonia","Bohol",0.00400880580131278
"AP","BFL_partial","COPD","Bohol",0.0140522319069872
"AP","BFL_partial","Acute Myocardial Infarction","Bohol",0.0144662838864961
"AP","BFL_partial","Fires","Bohol",0.0378875101555118
"AP","BFL_partial","Renal Failure","Bohol",0.0171386526874433
"AP","BFL_partial","AIDS","Bohol",0
"AP","BFL_partial","Lung Cancer","Bohol",0.362549102899166
"AP","BFL_partial","Maternal","Bohol",0.0104542466497871
"AP","BFL_partial","Drowning","Bohol",0.0207809981590745
"AP","BFL_partial","Other Cardiovascular Diseases","Bohol",0.0185319755501499
"AP","BFL_partial","Other Non-communicable Diseases","Bohol",0.0428547953472906
"AP","BFL_partial","Falls","Bohol",0.0524569233081452
"AP","BFL_partial","Stroke","Bohol",0.0867976106569642
"AP","BFL_partial","Road Traffic","Bohol",0.201379544010822
"AP","BFL_partial","Bite of Venomous Animal","Bohol",0.0639487164197299
"AP","BFL_partial","Diabetes","Bohol",0.0204390062623709
"AP","BFL_partial","Other Infectious Diseases","Bohol",0.0160666973183649
"AP","BFL_partial","TB","Bohol",0.069246461690746
"AP","BFL_partial","Suicide","Bohol",0.019541986965725
"AP","BFL_partial","Other Injuries","Bohol",0.0337426460950208
"AP","BFL_partial","Cervical Cancer","Bohol",0.199901755640364
"AP","BFL_partial","Malaria","Bohol",0
"AP","BFL_partial","Asthma","Bohol",0.147507863074436
"AP","BFL_partial","Diarrhea/Dysentery","Bohol",0.056913134460649
"AP","BFL_partial","Colorectal Cancer","Bohol",0.270817365618324
"AP","BFL_partial","Homicide","Bohol",0.0347690328674751
"AP","BFL_partial","Breast Cancer","Bohol",0.254191627348593
"AP","BFL_partial","Leukemia/Lymphomas","Bohol",0.190804599506513
"AP","BFL_partial","Poisonings","Bohol",0.0239361805599389
"AP","BFL_partial","Prostate Cancer","Bohol",0.247763392067136
"AP","BFL_partial","Esophageal Cancer","Bohol",0.666452561999016
"AP","BFL_partial","Stomach Cancer","Bohol",0.171750309994599
"AP","BFL_partial","Cirrhosis","Dar",0.0204834485640615
"AP","BFL_partial","Epilepsy","Dar",0.126646905780938
"AP","BFL_partial","Pneumonia","Dar",0.00567698285425051
"AP","BFL_partial","COPD","Dar",0.0137234326014567
"AP","BFL_partial","Acute Myocardial Infarction","Dar",0.0139514711934044
"AP","BFL_partial","Fires","Dar",0.0420203779002302
"AP","BFL_partial","Renal Failure","Dar",0.0088788911378827
"AP","BFL_partial","AIDS","Dar",0.035738113798227
"AP","BFL_partial","Lung Cancer","Dar",0.15827588902091
"AP","BFL_partial","Maternal","Dar",0.011764735679388
"AP","BFL_partial","Drowning","Dar",0.0212491855984909
"AP","BFL_partial","Other Cardiovascular Diseases","Dar",0.0156871972075779
"AP","BFL_partial","Other Non-communicable Diseases","Dar",0.027796643934421
"AP","BFL_partial","Falls","Dar",0.0347082301069708
"AP","BFL_partial","Stroke","Dar",0.026836194775007
"AP","BFL_partial","Road Traffic","Dar",0.101721445404861
"AP","BFL_partial","Bite of Venomous Animal","Dar",0
"AP","BFL_partial","Diabetes","Dar",0.0244938358346893
"AP","BFL_partial","Other Infectious Diseases","Dar",0.0139898733728745
"AP","BFL_partial","TB","Dar",0.0181080286348082
"AP","BFL_partial","Suicide","Dar",0.019580491420296
"AP","BFL_partial","Other Injuries","Dar",0.0536061237597274
"AP","BFL_partial","Cervical Cancer","Dar",0.200550147957461
"AP","BFL_partial","Malaria","Dar",0.0758220684827875
"AP","BFL_partial","Asthma","Dar",0.125603824870249
"AP","BFL_partial","Diarrhea/Dysentery","Dar",0.0254054085796121
"AP","BFL_partial","Colorectal Cancer","Dar",0.211528268956734
"AP","BFL_partial","Homicide","Dar",0.0581167143848606
"AP","BFL_partial","Breast Cancer","Dar",0.307812702025045
"AP","BFL_partial","Leukemia/Lymphomas","Dar",0.190951035379594
"AP","BFL_partial","Poisonings","Dar",0.0237191962083776
"AP","BFL_partial","Prostate Cancer","Dar",0.371169767697318
"AP","BFL_partial","Esophageal Cancer","Dar",0.333547438000984
"AP","BFL_partial","Stomach Cancer","Dar",0.169276106020155
"AP","BFL_partial","Cirrhosis","Pemba",0
"AP","BFL_partial","Epilepsy","Pemba",0
"AP","BFL_partial","Pneumonia","Pemba",0.00420073836114555
"AP","BFL_partial","COPD","Pemba",0
"AP","BFL_partial","Acute Myocardial Infarction","Pemba",0
"AP","BFL_partial","Fires","Pemba",0.0390721428105862
"AP","BFL_partial","Renal Failure","Pemba",0
"AP","BFL_partial","AIDS","Pemba",0
"AP","BFL_partial","Lung Cancer","Pemba",0
"AP","BFL_partial","Maternal","Pemba",0.0609440288772527
"AP","BFL_partial","Drowning","Pemba",0.642839088066937
"AP","BFL_partial","Other Cardiovascular Diseases","Pemba",0
"AP","BFL_partial","Other Non-communicable Diseases","Pemba",0.0474170639766104
"AP","BFL_partial","Falls","Pemba",0.548802100096843
"AP","BFL_partial","Stroke","Pemba",0
"AP","BFL_partial","Road Traffic","Pemba",0.0409673291126494
"AP","BFL_partial","Bite of Venomous Animal","Pemba",0
"AP","BFL_partial","Diabetes","Pemba",0.227059113306924
"AP","BFL_partial","Other Infectious Diseases","Pemba",0.0137716925274608
"AP","BFL_partial","TB","Pemba",0.0118563624514048
"AP","BFL_partial","Suicide","Pemba",0.0193007266983328
"AP","BFL_partial","Other Injuries","Pemba",0.0333680624956931
"AP","BFL_partial","Cervical Cancer","Pemba",0
"AP","BFL_partial","Malaria","Pemba",0.0731056974116518
"AP","BFL_partial","Asthma","Pemba",0.504744936733633
"AP","BFL_partial","Diarrhea/Dysentery","Pemba",0.333615353500061
"AP","BFL_partial","Colorectal Cancer","Pemba",0
"AP","BFL_partial","Homicide","Pemba",0.0324866047689513
"AP","BFL_partial","Breast Cancer","Pemba",0
"AP","BFL_partial","Leukemia/Lymphomas","Pemba",0
"AP","BFL_partial","Poisonings","Pemba",0.0241428097616092
"AP","BFL_partial","Prostate Cancer","Pemba",0
"AP","BFL_partial","Esophageal Cancer","Pemba",0
"AP","BFL_partial","Stomach Cancer","Pemba",0
